team,player,track,score
BBB,Ford,GBA Bowser Castle 2,4
BBB,Ford,3DS Daisy Hills,3
BBB,Ford,Color Wonderland,10
BBB,Ford,GBA Bowser Castle 4,15
BBB,Ford,Lost Fortress,4
BBB,Ford,Shy Guy Lumber Co.,12
BBB,Ford,Alpine Skyway,4
BBB,Ford,Blissful Block,2
BBB,Ford,Bowser Jr.'s Fort,2
BBB,Snowy,Sandstone Cliffs,10
BBB,Snowy,DS Wario Stadium,12
BBB,Snowy,GBA Bowser Castle 2,3
BBB,Snowy,3DS Daisy Hills,4
BBB,Snowy,Color Wonderland,3
BBB,Snowy,GBA Bowser Castle 4,4
BBB,Snowy,Lost Fortress,2
BBB,Snowy,Shy Guy Lumber Co.,2
BBB,Snowy,Alpine Skyway,10
BBB,Snowy,Blissful Block,6
BBB,Snowy,Bowser Jr.'s Fort,3
BBB,psycho (bag),Sandstone Cliffs,0
BBB,psycho (bag),DS Wario Stadium,0
BBB,psycho (bag),GBA Bowser Castle 2,0
BBB,psycho (bag),3DS Daisy Hills,0
BBB,psycho (bag),Color Wonderland,0
BBB,psycho (bag),GBA Bowser Castle 4,0
BBB,psycho (bag),Lost Fortress,0
BBB,psycho (bag),Shy Guy Lumber Co.,1
BBB,psycho (bag),Alpine Skyway,0
BBB,psycho (bag),Blissful Block,1
BBB,psycho (bag),Bowser Jr.'s Fort,1
6c,zilla,Cherry Blossom Garden,12
6c,zilla,Flying Kingdom,10
6c,zilla,Cruel Angel's Thesis,12
6c,zilla,Crystal Dungeon,6
6c,zilla,Color Wonderland,15
6c,zilla,Marble Towers,10
6c,zilla,GBA Cheese Land,15
6c,zilla,GBA Bowser Castle 2,12
6c,zilla,Ghost House,15
6c,zilla,Lost Fortress,15
6c,zilla,Lava Lake,10
6c,zilla,Sandstone Cliffs,4
6c,brody,Cherry Blossom Garden,6
6c,brody,Flying Kingdom,15
6c,brody,Cruel Angel's Thesis,10
6c,brody,Crystal Dungeon,12
6c,brody,Color Wonderland,10
6c,brody,Marble Towers,12
6c,brody,GBA Cheese Land,12
6c,brody,GBA Bowser Castle 2,8
6c,brody,Ghost House,12
6c,brody,Lost Fortress,4
6c,brody,Lava Lake,4
6c,brody,Sandstone Cliffs,12
6c,Stubbz,Cherry Blossom Garden,8
6c,Stubbz,Flying Kingdom,4
6c,Stubbz,Cruel Angel's Thesis,2
6c,Stubbz,Crystal Dungeon,15
6c,Stubbz,Color Wonderland,4
6c,Stubbz,Marble Towers,15
6c,Stubbz,GBA Cheese Land,10
6c,Stubbz,GBA Bowser Castle 2,6
6c,Stubbz,Ghost House,4
6c,Stubbz,Lost Fortress,12
6c,Stubbz,Lava Lake,8
6c,Stubbz,Sandstone Cliffs,10
6c,Ivan,Cherry Blossom Garden,4
6c,Ivan,Flying Kingdom,12
6c,Ivan,Cruel Angel's Thesis,3
6c,Ivan,Crystal Dungeon,3
6c,Ivan,Color Wonderland,3
6c,Ivan,Marble Towers,6
6c,Ivan,GBA Cheese Land,4
6c,Ivan,GBA Bowser Castle 2,10
6c,Ivan,Ghost House,3
6c,Ivan,Lost Fortress,6
6c,Ivan,Lava Lake,6
6c,Ivan,Sandstone Cliffs,15
6c,Jonny,Cherry Blossom Garden,8
6c,Jonny (bag),Flying Kingdom,0
6c,Jonny (bag),Cruel Angel's Thesis,0
6c,Jonny (bag),Crystal Dungeon,0
6c,Jonny (bag),Color Wonderland,0
6c,Jonny (bag),Marble Towers,0
6c,Jonny (bag),GBA Cheese Land,0
6c,Jonny (bag),GBA Bowser Castle 2,0
6c,Jonny (bag),Ghost House,0
6c,Jonny (bag),Lost Fortress,0
6c,Jonny (bag),Lava Lake,0
6c,Jonny (bag),Sandstone Cliffs,0
Triton,Fernandez,Cherry Blossom Garden,15
Triton,Fernandez,Flying Kingdom,3
Triton,Fernandez,Cruel Angel's Thesis,8
Triton,Fernandez,Crystal Dungeon,2
Triton,Fernandez,Color Wonderland,2
Triton,Fernandez,Marble Towers,4
Triton,Fernandez,GBA Cheese Land,8
Triton,Fernandez,GBA Bowser Castle 2,3
Triton,Fernandez,Ghost House,10
Triton,Fernandez,Lost Fortress,8
Triton,Fernandez,Lava Lake,12
Triton,Fernandez,Sandstone Cliffs,6
Triton,JT,Cherry Blossom Garden,2
Triton,JT,Flying Kingdom,8
Triton,JT,Cruel Angel's Thesis,4
Triton,JT,Crystal Dungeon,4
Triton,JT,Color Wonderland,8
Triton,JT,Marble Towers,2
Triton,JT,GBA Cheese Land,6
Triton,JT,GBA Bowser Castle 2,15
Triton,JT,Ghost House,6
Triton,JT,Lost Fortress,3
Triton,JT,Lava Lake,15
Triton,JT,Sandstone Cliffs,2
Triton,ZachNY,Cherry Blossom Garden,10
Triton,ZachNY,Flying Kingdom,6
Triton,ZachNY,Cruel Angel's Thesis,6
Triton,ZachNY,Crystal Dungeon,8
Triton,ZachNY,Color Wonderland,12
Triton,ZachNY,Marble Towers,3
Triton,ZachNY,GBA Cheese Land,3
Triton,ZachNY,GBA Bowser Castle 2,4
Triton,ZachNY,Ghost House,2
Triton,ZachNY,Lost Fortress,10
Triton,ZachNY,Lava Lake,2
Triton,ZachNY,Sandstone Cliffs,3
Triton,James,Cherry Blossom Garden,3
Triton,James,Flying Kingdom,2
Triton,James,Cruel Angel's Thesis,15
Triton,James,Crystal Dungeon,10
Triton,James,Color Wonderland,6
Triton,James,Marble Towers,8
Triton,James,GBA Cheese Land,2
Triton,James,GBA Bowser Castle 2,2
Triton,James,Ghost House,8
Triton,James,Lost Fortress,2
Triton,James,Lava Lake,3
Triton,James,Sandstone Cliffs,8
Triton,Lochie,Cherry Blossom Garden,4
Triton,Lochie (bag),Flying Kingdom,0
Triton,Lochie (bag),Cruel Angel's Thesis,0
Triton,Lochie (bag),Crystal Dungeon,0
Triton,Lochie (bag),Color Wonderland,0
Triton,Lochie (bag),Marble Towers,0
Triton,Lochie (bag),GBA Cheese Land,0
Triton,Lochie (bag),GBA Bowser Castle 2,0
Triton,Lochie (bag),Ghost House,0
Triton,Lochie (bag),Lost Fortress,0
Triton,Lochie (bag),Lava Lake,0
Triton,Lochie (bag),Sandstone Cliffs,0
Mi,Tectrox,Ghost House,12
Mi,Tectrox,Forest Creek,4
Mi,Tectrox,Bluster Blob Bluff,10
Mi,Tectrox,Amanita Abyss,6
Mi,Tectrox,Wetland Woods,4
Mi,Tectrox,Desert Fort,3
Mi,Tectrox,The Rabbit Hole,3
Mi,Tectrox,3DS Neo Bowser City,15
Mi,Tectrox,Medieval Castlegrounds,12
Mi,Tectrox,Frantic Funyard,8
Mi,Tectrox,3DS Rosalina's Ice World,15
Mi,Tectrox,Pipe Underworld,15
Mi,Jack,Ghost House,3
Mi,Jack,Forest Creek,6
Mi,Jack,Bluster Blob Bluff,15
Mi,Jack,Amanita Abyss,12
Mi,Jack,Wetland Woods,2
Mi,Jack,Desert Fort,10
Mi,Jack,The Rabbit Hole,12
Mi,Jack,3DS Neo Bowser City,10
Mi,Jack,Medieval Castlegrounds,10
Mi,Jack,Frantic Funyard,3
Mi,Jack,3DS Rosalina's Ice World,8
Mi,Jack,Pipe Underworld,3
Mi,abell,Ghost House,15
Mi,abell,Forest Creek,3
Mi,abell,Bluster Blob Bluff,4
Mi,abell,Amanita Abyss,3
Mi,abell,Wetland Woods,15
Mi,abell,Desert Fort,6
Mi,abell,The Rabbit Hole,10
Mi,abell,3DS Neo Bowser City,6
Mi,abell,Medieval Castlegrounds,6
Mi,abell,Frantic Funyard,15
Mi,abell,3DS Rosalina's Ice World,6
Mi,abell,Pipe Underworld,4
Mi,winter,Ghost House,8
Mi,winter,Forest Creek,2
Mi,winter,Bluster Blob Bluff,3
Mi,winter,Amanita Abyss,8
Mi,winter,Wetland Woods,10
Mi,winter,Desert Fort,15
Mi,winter,The Rabbit Hole,8
Mi,winter,3DS Neo Bowser City,12
Mi,winter,Medieval Castlegrounds,3
Mi,winter,Frantic Funyard,12
Mi,winter,3DS Rosalina's Ice World,4
Mi,winter,Pipe Underworld,8
Mi,miiwii (bag),Ghost House,1
Mi,miiwii (bag),Forest Creek,1
Mi,miiwii (bag),Bluster Blob Bluff,0
Mi,miiwii (bag),Amanita Abyss,0
Mi,miiwii (bag),Wetland Woods,1
Mi,miiwii (bag),Desert Fort,0
Mi,miiwii (bag),The Rabbit Hole,0
Mi,miiwii (bag),3DS Neo Bowser City,0
Mi,miiwii (bag),Medieval Castlegrounds,1
Mi,miiwii (bag),Frantic Funyard,1
Mi,miiwii (bag),3DS Rosalina's Ice World,0
Mi,miiwii (bag),Pipe Underworld,1
Omega,Indy,Ghost House,2
Omega,Indy,Forest Creek,10
Omega,Indy,Bluster Blob Bluff,8
Omega,Indy,Amanita Abyss,15
Omega,Indy,Wetland Woods,12
Omega,Indy,Desert Fort,8
Omega,Indy,The Rabbit Hole,15
Omega,Indy,3DS Neo Bowser City,3
Omega,Indy,Medieval Castlegrounds,4
Omega,Indy,Frantic Funyard,10
Omega,Indy,3DS Rosalina's Ice World,2
Omega,Indy,Pipe Underworld,12
Omega,Boshi,Ghost House,4
Omega,Boshi,Forest Creek,15
Omega,Boshi,Bluster Blob Bluff,6
Omega,Boshi,Amanita Abyss,10
Omega,Boshi,Wetland Woods,8
Omega,Boshi,Desert Fort,2
Omega,Boshi,The Rabbit Hole,4
Omega,Boshi,3DS Neo Bowser City,8
Omega,Boshi,Medieval Castlegrounds,8
Omega,Boshi,Frantic Funyard,6
Omega,Boshi,3DS Rosalina's Ice World,10
Omega,Boshi,Pipe Underworld,10
Omega,Ice,Ghost House,10
Omega,Ice,Forest Creek,12
Omega,Ice,Bluster Blob Bluff,2
Omega,Ice,Amanita Abyss,4
Omega,Ice,Wetland Woods,6
Omega,Ice,Desert Fort,12
Omega,Ice,The Rabbit Hole,2
Omega,Ice,3DS Neo Bowser City,2
Omega,Ice,Medieval Castlegrounds,15
Omega,Ice,Frantic Funyard,2
Omega,Ice,3DS Rosalina's Ice World,12
Omega,Ice,Pipe Underworld,2
Omega,scrimshaw,Ghost House,6
Omega,scrimshaw,Forest Creek,8
Omega,scrimshaw,Bluster Blob Bluff,12
Omega,scrimshaw,Amanita Abyss,2
Omega,scrimshaw,Wetland Woods,3
Omega,scrimshaw,Desert Fort,4
Omega,scrimshaw,The Rabbit Hole,6
Omega,scrimshaw,3DS Neo Bowser City,4
Omega,scrimshaw,Medieval Castlegrounds,2
Omega,scrimshaw,Frantic Funyard,4
Omega,scrimshaw,3DS Rosalina's Ice World,3
Omega,scrimshaw,Pipe Underworld,6
Omega,Hintz (bag),Ghost House,0
Omega,Hintz (bag),Forest Creek,0
Omega,Hintz (bag),Bluster Blob Bluff,1
Omega,Hintz (bag),Amanita Abyss,1
Omega,Hintz,Wetland Woods,3
Omega,Hintz (bag),Desert Fort,0
Omega,Hintz (bag),The Rabbit Hole,0
Omega,Hintz (bag),3DS Neo Bowser City,0
Omega,Hintz (bag),Medieval Castlegrounds,0
Omega,Hintz (bag),Frantic Funyard,0
Omega,Hintz (bag),3DS Rosalina's Ice World,1
Omega,Hintz (bag),Pipe Underworld,0
sts,Loocas,Hell Pyramid,15
sts,Loocas,Marble Towers,15
sts,Loocas,Haunted Gardens,4
sts,Loocas,Sandstone Cliffs,8
sts,Loocas,Dragon Burying Grounds,8
sts,Loocas,Shy Guy Lumber Co.,8
sts,Loocas,Lava Lake,2
sts,Loocas,Skyline Avenue,15
sts,Loocas,Cherry Blossom Garden,15
sts,Loocas,Luncheon Tour,12
sts,Loocas,Castle in the Sky,3
sts,Loocas,Alpine Peak,15
sts,Bally,Hell Pyramid,10
sts,Bally,Marble Towers,6
sts,Bally,Haunted Gardens,6
sts,Bally,Sandstone Cliffs,12
sts,Bally,Dragon Burying Grounds,2
sts,Bally,Shy Guy Lumber Co.,6
sts,Bally,Lava Lake,8
sts,Bally,Skyline Avenue,12
sts,Bally,Cherry Blossom Garden,4
sts,Bally,Luncheon Tour,10
sts,Bally,Castle in the Sky,15
sts,Bally,Alpine Peak,12
sts,JP,Hell Pyramid,3
sts,JP,Marble Towers,12
sts,JP,Haunted Gardens,3
sts,JP,Sandstone Cliffs,10
sts,JP,Dragon Burying Grounds,10
sts,JP,Shy Guy Lumber Co.,3
sts,JP,Lava Lake,10
sts,JP,Skyline Avenue,2
sts,JP,Cherry Blossom Garden,10
sts,JP,Luncheon Tour,15
sts,JP,Castle in the Sky,4
sts,JP,Alpine Peak,8
sts,gakpo,Hell Pyramid,4
sts,gakpo,Marble Towers,10
sts,gakpo,Haunted Gardens,12
sts,gakpo,Sandstone Cliffs,3
sts,gakpo,Dragon Burying Grounds,6
sts,gakpo,Shy Guy Lumber Co.,2
sts,gakpo,Lava Lake,3
sts,gakpo,Skyline Avenue,10
sts,gakpo,Cherry Blossom Garden,12
sts,gakpo,Luncheon Tour,2
sts,gakpo,Castle in the Sky,6
sts,gakpo,Alpine Peak,6
sts,JC (bag),Hell Pyramid,0
sts,JC (bag),Marble Towers,1
sts,JC (bag),Haunted Gardens,0
sts,JC (bag),Sandstone Cliffs,1
sts,JC (bag),Dragon Burying Grounds,0
sts,JC (bag),Shy Guy Lumber Co.,0
sts,JC (bag),Lava Lake,0
sts,JC (bag),Skyline Avenue,0
sts,JC (bag),Cherry Blossom Garden,1
sts,JC (bag),Luncheon Tour,1
sts,JC (bag),Castle in the Sky,1
sts,JC (bag),Alpine Peak,0
TMNG,Mossan,Hell Pyramid,12
TMNG,Mossan,Marble Towers,8
TMNG,Mossan,Haunted Gardens,15
TMNG,Mossan,Sandstone Cliffs,2
TMNG,Mossan,Dragon Burying Grounds,4
TMNG,Mossan,Shy Guy Lumber Co.,15
TMNG,Mossan,Lava Lake,6
TMNG,Mossan,Skyline Avenue,6
TMNG,Mossan,Cherry Blossom Garden,8
TMNG,Mossan,Luncheon Tour,3
TMNG,Mossan,Castle in the Sky,12
TMNG,Mossan,Alpine Peak,10
TMNG,Marron,Hell Pyramid,6
TMNG,Marron,Marble Towers,4
TMNG,Marron,Haunted Gardens,8
TMNG,Marron,Sandstone Cliffs,15
TMNG,Marron,Dragon Burying Grounds,15
TMNG,Marron,Shy Guy Lumber Co.,4
TMNG,Marron,Lava Lake,12
TMNG,Marron,Skyline Avenue,3
TMNG,Marron,Cherry Blossom Garden,3
TMNG,Marron,Luncheon Tour,8
TMNG,Marron,Castle in the Sky,10
TMNG,Marron,Alpine Peak,3
TMNG,tobun,Hell Pyramid,2
TMNG,tobun,Marble Towers,3
TMNG,tobun,Haunted Gardens,10
TMNG,tobun,Sandstone Cliffs,6
TMNG,tobun,Dragon Burying Grounds,3
TMNG,tobun,Shy Guy Lumber Co.,10
TMNG,tobun,Lava Lake,15
TMNG,tobun,Skyline Avenue,8
TMNG,tobun,Cherry Blossom Garden,6
TMNG,tobun,Luncheon Tour,6
TMNG,tobun,Castle in the Sky,8
TMNG,tobun,Alpine Peak,2
TMNG,Phony,Hell Pyramid,8
TMNG,Phony,Marble Towers,2
TMNG,Phony,Haunted Gardens,2
TMNG,Phony,Sandstone Cliffs,4
TMNG,Phony,Dragon Burying Grounds,12
TMNG,Phony,Shy Guy Lumber Co.,12
TMNG,Phony,Lava Lake,4
TMNG,Phony,Skyline Avenue,4
TMNG,Phony,Cherry Blossom Garden,2
TMNG,Phony,Luncheon Tour,4
TMNG,Phony,Castle in the Sky,2
TMNG,Phony,Alpine Peak,4
TMNG,Momiji (bag),Hell Pyramid,1
TMNG,Momiji (bag),Marble Towers,0
TMNG,Momiji (bag),Haunted Gardens,1
TMNG,Momiji (bag),Sandstone Cliffs,0
TMNG,Momiji (bag),Dragon Burying Grounds,1
TMNG,Momiji (bag),Shy Guy Lumber Co.,1
TMNG,Momiji (bag),Lava Lake,1
TMNG,Momiji (bag),Skyline Avenue,1
TMNG,Momiji (bag),Cherry Blossom Garden,0
TMNG,Momiji (bag),Luncheon Tour,0
TMNG,Momiji (bag),Castle in the Sky,0
TMNG,Momiji (bag),Alpine Peak,1
Za,Sparkster,Starry Cityscape,10
Za,Sparkster,Obstagoon's Palace,10
Za,Sparkster,Aqua Dungeon,6
Za,Sparkster,Castle of Time,2
Za,Sparkster,Color Wonderland,4
Za,Sparkster,N64 Yoshi Valley,3
Za,Sparkster,Ghost House,10
Za,Sparkster,Super Sky Courtyard,12
Za,Sparkster,Strobenz Desert Illusion,12
Za,Sparkster,Tropical Factory,15
Za,Sparkster,Bowser's Termination Station,15
Za,Sparkster,Abandoned Boardwalk,12
Za,Trevor,Starry Cityscape,15
Za,Trevor,Obstagoon's Palace,3
Za,Trevor,Aqua Dungeon,12
Za,Trevor,Castle of Time,3
Za,Trevor,Color Wonderland,10
Za,Trevor,N64 Yoshi Valley,12
Za,Trevor,Ghost House,12
Za,Trevor,Super Sky Courtyard,6
Za,Trevor,Strobenz Desert Illusion,2
Za,Trevor,Tropical Factory,12
Za,Trevor,Bowser's Termination Station,8
Za,Trevor,Abandoned Boardwalk,10
Za,mike,Starry Cityscape,2
Za,mike,Obstagoon's Palace,6
Za,mike,Aqua Dungeon,4
Za,mike,Castle of Time,10
Za,mike,Color Wonderland,12
Za,mike,N64 Yoshi Valley,6
Za,mike,Ghost House,15
Za,mike,Super Sky Courtyard,8
Za,mike,Strobenz Desert Illusion,4
Za,mike,Tropical Factory,2
Za,mike,Bowser's Termination Station,6
Za,mike,Abandoned Boardwalk,15
Za,Helia,Starry Cityscape,3
Za,Helia,Obstagoon's Palace,12
Za,Helia,Aqua Dungeon,10
Za,Helia,Castle of Time,8
Za,Helia,Color Wonderland,2
Za,Helia,N64 Yoshi Valley,10
Za,Helia,Ghost House,3
Za,Helia,Super Sky Courtyard,2
Za,Helia,Strobenz Desert Illusion,10
Za,Helia,Tropical Factory,3
Za,Helia,Bowser's Termination Station,2
Za,Helia,Abandoned Boardwalk,8
Za,Striker (bag),Starry Cityscape,1
Za,Striker (bag),Obstagoon's Palace,1
Za,Striker (bag),Aqua Dungeon,1
Za,Striker (bag),Castle of Time,0
Za,Striker (bag),Color Wonderland,0
Za,Striker (bag),N64 Yoshi Valley,1
Za,Striker (bag),Ghost House,1
Za,Striker (bag),Super Sky Courtyard,1
Za,Striker (bag),Strobenz Desert Illusion,0
Za,Striker (bag),Tropical Factory,1
Za,Striker (bag),Bowser's Termination Station,1
Za,Striker (bag),Abandoned Boardwalk,1
Flag,callum,Starry Cityscape,4
Flag,callum,Obstagoon's Palace,8
Flag,callum,Aqua Dungeon,8
Flag,callum,Castle of Time,12
Flag,callum,Color Wonderland,15
Flag,callum,N64 Yoshi Valley,2
Flag,callum,Ghost House,8
Flag,callum,Super Sky Courtyard,10
Flag,callum,Strobenz Desert Illusion,15
Flag,callum,Tropical Factory,8
Flag,callum,Bowser's Termination Station,4
Flag,callum,Abandoned Boardwalk,4
Flag,Lawrence,Starry Cityscape,8
Flag,Lawrence,Obstagoon's Palace,4
Flag,Lawrence,Aqua Dungeon,3
Flag,Lawrence,Castle of Time,15
Flag,Lawrence,Color Wonderland,8
Flag,Lawrence,N64 Yoshi Valley,15
Flag,Lawrence,Ghost House,2
Flag,Lawrence,Super Sky Courtyard,15
Flag,Lawrence,Strobenz Desert Illusion,6
Flag,Lawrence,Tropical Factory,4
Flag,Lawrence,Bowser's Termination Station,10
Flag,Lawrence,Abandoned Boardwalk,2
Flag,End,Starry Cityscape,6
Flag,End,Obstagoon's Palace,15
Flag,End,Aqua Dungeon,15
Flag,End,Castle of Time,6
Flag,End,Color Wonderland,3
Flag,End,N64 Yoshi Valley,8
Flag,End,Ghost House,4
Flag,End,Super Sky Courtyard,4
Flag,End,Strobenz Desert Illusion,3
Flag,End,Tropical Factory,6
Flag,End,Bowser's Termination Station,3
Flag,End,Abandoned Boardwalk,6
Flag,Canton,Starry Cityscape,12
Flag,Canton,Obstagoon's Palace,2
Flag,Canton,Aqua Dungeon,2
Flag,Canton,Castle of Time,4
Flag,Canton,Color Wonderland,6
Flag,Canton,N64 Yoshi Valley,4
Flag,Canton,Ghost House,6
Flag,Canton,Super Sky Courtyard,3
Flag,Canton,Strobenz Desert Illusion,8
Flag,Canton,Tropical Factory,10
Flag,Canton,Bowser's Termination Station,12
Flag,Canton,Abandoned Boardwalk,3
Flag,Silver (bag),Starry Cityscape,0
Flag,Silver (bag),Obstagoon's Palace,0
Flag,Silver (bag),Aqua Dungeon,0
Flag,Silver (bag),Castle of Time,1
Flag,Silver (bag),Color Wonderland,1
Flag,Silver (bag),N64 Yoshi Valley,0
Flag,Silver (bag),Ghost House,0
Flag,Silver (bag),Super Sky Courtyard,0
Flag,Silver (bag),Strobenz Desert Illusion,1
Flag,Silver (bag),Tropical Factory,0
Flag,Silver (bag),Bowser's Termination Station,0
Flag,Silver (bag),Abandoned Boardwalk,0
TMNG,Mossan,Lost Fortress,12
TMNG,Mossan,Bowser Jr.'s Fort,2
TMNG,Mossan,Lava Lake,3
TMNG,Mossan,Aqua Dungeon,12
TMNG,Mossan,Skyline Avenue,15
TMNG,Mossan,Color Wonderland,6
TMNG,Mossan,Castle of Time,10
TMNG,Mossan,Haunted Gardens,15
TMNG,Mossan,Shy Guy Lumber Co.,8
TMNG,Mossan,The Grand Archives,8
TMNG,Mossan,Mushroom Peaks,15
TMNG,Mossan,Sandstone Cliffs,4
TMNG,Marron,Lost Fortress,6
TMNG,Marron,Bowser Jr.'s Fort,10
TMNG,Marron,Lava Lake,10
TMNG,Marron,Aqua Dungeon,4
TMNG,Marron,Skyline Avenue,10
TMNG,Marron,Color Wonderland,10
TMNG,Marron,Castle of Time,4
TMNG,Marron,Haunted Gardens,12
TMNG,Marron,Shy Guy Lumber Co.,3
TMNG,Marron,The Grand Archives,12
TMNG,Marron,Mushroom Peaks,4
TMNG,Marron,Sandstone Cliffs,15
TMNG,Kaguya,Lost Fortress,10
TMNG,Kaguya,Bowser Jr.'s Fort,6
TMNG,Kaguya,Lava Lake,12
TMNG,Kaguya,Aqua Dungeon,15
TMNG,Kaguya,Skyline Avenue,8
TMNG,Kaguya,Color Wonderland,8
TMNG,Kaguya,Castle of Time,3
TMNG,Kaguya,Haunted Gardens,6
TMNG,Kaguya,Shy Guy Lumber Co.,4
TMNG,Kaguya,The Grand Archives,15
TMNG,Kaguya,Mushroom Peaks,10
TMNG,Kaguya,Sandstone Cliffs,2
TMNG,Charonplop,Lost Fortress,2
TMNG,Charonplop,Bowser Jr.'s Fort,8
TMNG,Charonplop,Lava Lake,2
TMNG,Charonplop,Aqua Dungeon,3
TMNG,Charonplop,Skyline Avenue,2
TMNG,Charonplop,Color Wonderland,12
TMNG,Charonplop,Castle of Time,8
TMNG,Charonplop,Haunted Gardens,3
TMNG,Charonplop,Shy Guy Lumber Co.,6
TMNG,Charonplop,The Grand Archives,6
TMNG,Charonplop,Mushroom Peaks,3
TMNG,Charonplop,Sandstone Cliffs,6
TMNG,Momiji (bag),Lost Fortress,0
TMNG,Momiji (bag),Bowser Jr.'s Fort,1
TMNG,Momiji (bag),Lava Lake,1
TMNG,Momiji (bag),Aqua Dungeon,0
TMNG,Momiji (bag),Skyline Avenue,0
TMNG,Momiji (bag),Color Wonderland,0
TMNG,Momiji (bag),Castle of Time,0
TMNG,Momiji (bag),Haunted Gardens,0
TMNG,Momiji (bag),Shy Guy Lumber Co.,1
TMNG,Momiji (bag),The Grand Archives,1
TMNG,Momiji (bag),Mushroom Peaks,1
TMNG,Momiji (bag),Sandstone Cliffs,0
BBB,Ford,Lost Fortress,3
BBB,Ford,Bowser Jr.'s Fort,15
BBB,Ford,Lava Lake,6
BBB,Ford,Aqua Dungeon,10
BBB,Ford,Skyline Avenue,4
BBB,Ford,Color Wonderland,15
BBB,Ford,Castle of Time,12
BBB,Ford,Haunted Gardens,8
BBB,Ford,Shy Guy Lumber Co.,2
BBB,Ford,The Grand Archives,2
BBB,Ford,Mushroom Peaks,8
BBB,Ford,Sandstone Cliffs,12
BBB,Snowy,Lost Fortress,4
BBB,Snowy,Bowser Jr.'s Fort,3
BBB,Snowy,Lava Lake,15
BBB,Snowy,Aqua Dungeon,8
BBB,Snowy,Skyline Avenue,6
BBB,Snowy,Color Wonderland,4
BBB,Snowy,Castle of Time,15
BBB,Snowy,Haunted Gardens,2
BBB,Snowy,Shy Guy Lumber Co.,15
BBB,Snowy,The Grand Archives,4
BBB,Snowy,Mushroom Peaks,2
BBB,Snowy,Sandstone Cliffs,8
BBB,Snoopy,Lost Fortress,8
BBB,Snoopy,Bowser Jr.'s Fort,12
BBB,Snoopy,Lava Lake,8
BBB,Snoopy,Aqua Dungeon,6
BBB,Snoopy,Skyline Avenue,12
BBB,Snoopy,Color Wonderland,2
BBB,Snoopy,Castle of Time,2
BBB,Snoopy,Haunted Gardens,4
BBB,Snoopy,Shy Guy Lumber Co.,12
BBB,Snoopy,The Grand Archives,10
BBB,Snoopy,Mushroom Peaks,6
BBB,Snoopy,Sandstone Cliffs,3
BBB,Aidlo,Lost Fortress,15
BBB,Aidlo,Bowser Jr.'s Fort,4
BBB,Aidlo,Lava Lake,4
BBB,Aidlo,Aqua Dungeon,2
BBB,Aidlo,Skyline Avenue,3
BBB,Aidlo,Color Wonderland,3
BBB,Aidlo,Castle of Time,6
BBB,Aidlo,Haunted Gardens,10
BBB,Aidlo,Shy Guy Lumber Co.,10
BBB,Aidlo,The Grand Archives,3
BBB,Aidlo (bag),Mushroom Peaks,0
BBB,Aidlo,Sandstone Cliffs,10
BBB,psycho (bag),Lost Fortress,1
BBB,psycho (bag),Bowser Jr.'s Fort,0
BBB,psycho (bag),Lava Lake,0
BBB,psycho (bag),Aqua Dungeon,1
BBB,psycho (bag),Skyline Avenue,1
BBB,psycho (bag),Color Wonderland,1
BBB,psycho (bag),Castle of Time,1
BBB,psycho (bag),Haunted Gardens,1
BBB,psycho (bag),Shy Guy Lumber Co.,0
BBB,psycho (bag),The Grand Archives,0
BBB,psycho,Mushroom Peaks,12
BBB,psycho (bag),Sandstone Cliffs,1
6c,zilla,N64 Rainbow Road,10
6c,zilla,Infernal Pipeyard,6
6c,zilla,Strobenz Desert Illusion,15
6c,zilla,Lava Lake,15
6c,zilla,Desert Fort,8
6c,zilla,Starry Cityscape,8
6c,zilla,Hell Pyramid,12
6c,zilla,Color Wonderland,15
6c,zilla,Super Sky Courtyard,10
6c,zilla,Pipe Underworld,10
6c,zilla,Shy Guy Lumber Co.,10
6c,zilla,Garden of Dreams,12
6c,brody,N64 Rainbow Road,8
6c,brody,Infernal Pipeyard,12
6c,brody,Strobenz Desert Illusion,12
6c,brody,Lava Lake,12
6c,brody,Desert Fort,15
6c,brody,Starry Cityscape,12
6c,brody,Hell Pyramid,8
6c,brody,Color Wonderland,12
6c,brody,Super Sky Courtyard,3
6c,brody,Pipe Underworld,15
6c,brody,Shy Guy Lumber Co.,12
6c,brody,Garden of Dreams,8
6c,LukeGB,N64 Rainbow Road,15
6c,LukeGB,Infernal Pipeyard,8
6c,LukeGB,Strobenz Desert Illusion,4
6c,LukeGB,Lava Lake,2
6c,LukeGB,Desert Fort,10
6c,LukeGB,Starry Cityscape,15
6c,LukeGB,Hell Pyramid,6
6c,LukeGB,Color Wonderland,10
6c,LukeGB,Super Sky Courtyard,6
6c,LukeGB,Pipe Underworld,2
6c,LukeGB,Shy Guy Lumber Co.,15
6c,LukeGB,Garden of Dreams,4
6c,Stubbz,N64 Rainbow Road,12
6c,Stubbz,Infernal Pipeyard,10
6c,Stubbz,Strobenz Desert Illusion,3
6c,Stubbz,Lava Lake,4
6c,Stubbz,Desert Fort,6
6c,Stubbz,Starry Cityscape,3
6c,Stubbz,Hell Pyramid,15
6c,Stubbz,Color Wonderland,6
6c,Stubbz,Super Sky Courtyard,2
6c,Stubbz,Pipe Underworld,4
6c,Stubbz,Shy Guy Lumber Co.,3
